C3H7_1_relax
Calculated at [      ] level of theory      

10               !Number of atoms in the molecule

0, 37, 10.0       ! Minumum angle, No. of Points and Stepsize (in degrees)

12.011
1.008
1.008
1.008
12.011
1.008
1.008
12.011
1.008
1.008

1.228025 -0.244599 -0.040468 
1.301254 -0.764945 -1.001988 
1.2837 -1.000757 0.752048 
2.101404 0.409563 0.059652 
-0.0802 0.55407 0.055066 
-0.078374 1.118455 1.007391 
-0.104051 1.325099 -0.728721 
-1.304629 -0.293929 -0.033557 
-1.302278 -1.310629 0.350068 
-2.260838 0.129959 -0.324698 

1.229769 -0.242821 -0.054768 
1.298951 -0.737526 -1.029829 
1.2906 -1.019638 0.717149 
2.10196 0.410974 0.059155 
-0.08067 0.552104 0.067875 
-0.070442 1.091638 1.034125 
-0.110825 1.337606 -0.699479 
-1.303008 -0.29821 -0.029813 
-1.343517 -1.26017 0.47468 
-2.228803 0.08833 -0.444301 

1.229476 -0.240664 -0.07082 
1.286238 -0.710132 -1.058916 
1.299587 -1.036819 0.680117 
2.102347 0.41155 0.049407 
-0.081295 0.552681 0.088305 
-0.055841 1.063988 1.06817 
-0.118575 1.35343 -0.661313 
-1.30425 -0.296997 -0.013559 
-1.400828 -1.191315 0.59669 
-2.172846 0.016566 -0.58329 

1.219577 -0.238483 -0.092553 
1.246544 -0.681629 -1.094022 
1.303284 -1.054166 0.635096 
2.099328 0.406336 0.020708 
-0.0832 0.562549 0.124002 
-0.028113 1.035088 1.119074 
-0.126672 1.384541 -0.601102 
-1.316584 -0.272723 0.025253 
-1.481673 -1.091369 0.72064 
-2.048478 -0.127857 -0.762303 

1.210061 -0.23584 -0.111999 
1.213196 -0.654326 -1.124489 
1.30376 -1.068826 0.593947 
2.09527 0.40259 -0.00324 
-0.084665 0.569021 0.151853 
-0.01396 1.00716 1.158977 
-0.128213 1.41115 -0.550561 
-1.32611 -0.252933 0.04253 
-1.568366 -0.987471 0.805885 
-1.91696 -0.268237 -0.86811 

1.207599 -0.23232 -0.127221 
1.196347 -0.630335 -1.147988 
1.312147 -1.079044 0.560356 
2.093512 0.405397 -0.019547 
-0.084278 0.566728 0.170446 
-0.00875 0.98002 1.186003 
-0.128392 1.425065 -0.513712 
-1.327964 -0.249392 0.04462 
-1.656427 -0.89059 0.857738 
-1.81978 -0.373242 -0.915903 

1.208152 -0.228292 -0.140784 
1.185281 -0.608356 -1.168307 
1.324372 -1.086509 0.530272 
2.093056 0.410971 -0.034127 
-0.0827 0.560562 0.186082 
-0.005224 0.952942 1.208572 
-0.12903 1.433814 -0.480839 
-1.326348 -0.252978 0.044255 
-1.744824 -0.793755 0.887774 
-1.738722 -0.466111 -0.938106 

1.210125 -0.223946 -0.153213 
1.177898 -0.587379 -1.186678 
1.338031 -1.092502 0.502101 
2.093099 0.417913 -0.046886 
-0.080477 0.552074 0.199695 
-0.001493 0.92582 1.22832 
-0.131083 1.43982 -0.449831 
-1.322538 -0.261474 0.044579 
-1.830132 -0.695669 0.900026 
-1.669416 -0.55237 -0.943318 

1.212685 -0.219329 -0.164813 
1.172966 -0.567025 -1.203685 
1.352077 -1.09747 0.475126 
2.093252 0.425569 -0.058025 
-0.077595 0.54218 0.212143 
0.003046 0.898572 1.246378 
-0.135213 1.4436 -0.420129 
-1.317386 -0.273334 0.047093 
-1.910322 -0.596516 0.896317 
-1.609496 -0.633959 -0.935612 

1.214972 -0.21484 -0.175955 
1.167289 -0.54727 -1.219684 
1.365551 -1.101736 0.449128 
2.092993 0.433165 -0.06887 
-0.075067 0.531711 0.224052 
0.008518 0.8719 1.263642 
-0.140429 1.447313 -0.389381 
-1.311313 -0.286893 0.052009 
-1.983758 -0.496764 0.877013 
-1.554743 -0.714299 -0.917161 

1.21656 -0.210109 -0.186755 
1.161113 -0.527305 -1.235035 
1.37806 -1.105585 0.423241 
2.09242 0.440397 -0.078924 
-0.072144 0.521318 0.236057 
0.01555 0.84518 1.280853 
-0.147848 1.450037 -0.358246 
-1.305463 -0.30078 0.059364 
-2.049896 -0.396718 0.842595 
-1.504339 -0.794148 -0.888357 

1.217319 -0.205334 -0.197623 
1.15398 -0.505241 -1.250676 
1.388638 -1.110249 0.395634 
2.091492 0.446645 -0.087203 
-0.069515 0.511132 0.248269 
0.02392 0.819469 1.297939 
-0.156259 1.452484 -0.326311 
-1.300452 -0.313354 0.069252 
-2.108803 -0.297292 0.792939 
-1.456307 -0.875973 -0.847428 

1.216713 -0.200286 -0.208919 
1.145464 -0.479547 -1.267191 
1.395596 -1.116269 0.365 
2.09053 0.45088 -0.09305 
-0.067004 0.502165 0.260772 
0.03399 0.794792 1.315215 
