TS_3e_35_7_13_14_1_scan_b3631gd
Calculated at [      ] level of theory      

30               !Number of atoms in the molecule

0, 41, 10.0       ! Minumum angle, No. of Points and Stepsize (in degrees)

12.011
1.008
1.008
12.011
12.011
1.008
1.008
12.011
1.008
12.011
1.008
1.008
12.011
12.011
1.008
1.008
1.008
15.999
15.999
1.008
1.008
12.011
1.008
1.008
1.008
12.011
1.008
1.008
1.008
1.008

-3.239592 -1.137158 -0.556044 
-2.815644 -2.147025 -0.480699 
-4.223028 -1.159926 -0.072724 
-2.33229 -0.089859 0.106042 
-2.147303 -0.362881 1.604798 
-1.483343 0.380142 2.058054 
-3.111035 -0.318306 2.125277 
-1.004464 0.036233 -0.659409 
-1.226012 0.281177 -1.705121 
-0.009162 -1.137048 -0.532498 
-0.448308 -2.02408 -0.060885 
0.380742 -1.435877 -1.511724 
1.069531 -0.495736 0.305121 
2.427183 -0.161873 -0.231483 
2.317847 0.067951 -1.300357 
-3.396477 -0.91898 -1.619451 
-1.724539 -1.358422 1.793698 
-0.147614 1.080485 -0.122844 
-0.952019 2.480927 -0.577128 
-0.922481 2.876958 0.31153 
-2.810242 0.891675 0.000677 
3.018617 1.071131 0.469067 
3.13629 0.892464 1.545828 
4.007208 1.312957 0.061755 
2.364725 1.937216 0.333984 
3.369121 -1.382953 -0.102215 
2.967134 -2.260555 -0.621536 
4.351383 -1.156011 -0.534097 
3.51891 -1.652609 0.95041 
0.972878 -0.558171 1.387961 

-3.218529 -1.197833 -0.530843 
-2.773259 -2.194252 -0.411914 
-4.204252 -1.222411 -0.052291 
-2.338455 -0.104444 0.092347 
-2.156116 -0.311762 1.601761 
-1.514671 0.46625 2.027841 
-3.123963 -0.271346 2.114925 
-1.009481 0.019372 -0.671447 
-1.231154 0.215615 -1.727343 
0.01087 -1.125491 -0.492355 
-0.410838 -2.005977 0.00675 
0.416979 -1.448574 -1.457123 
1.063357 -0.426363 0.331564 
2.4275 -0.110445 -0.199594 
2.305461 0.221818 -1.240454 
-3.373519 -1.026937 -1.603151 
-1.709003 -1.287556 1.832999 
-0.179006 1.104906 -0.176142 
-1.013901 2.462028 -0.700456 
-0.970597 2.914444 0.160252 
-2.837052 0.861153 -0.055401 
3.090647 1.023364 0.594414 
3.233269 0.736819 1.64458 
4.075031 1.268539 0.179478 
2.47083 1.924739 0.567103 
3.310247 -1.38145 -0.217794 
2.849456 -2.184945 -0.803429 
4.288567 -1.159897 -0.661139 
3.479533 -1.758042 0.798501 
0.950065 -0.44948 1.41435 

-3.199554 -1.254672 -0.499053 
-2.735125 -2.236062 -0.336269 
-4.186965 -1.278734 -0.023975 
-2.344428 -0.118388 0.080668 
-2.162946 -0.259462 1.59771 
-1.543698 0.551672 1.99374 
-3.1335 -0.223536 2.106086 
-1.015963 0.00069 -0.684745 
-1.239236 0.14805 -1.748258 
0.028205 -1.113906 -0.457236 
-0.374825 -1.986394 0.070696 
0.446898 -1.460163 -1.408066 
1.055995 -0.359336 0.348649 
2.4322 -0.064018 -0.167019 
2.312097 0.368955 -1.171393 
-3.352593 -1.132397 -1.578273 
-1.69165 -1.213144 1.869466 
-0.208444 1.122651 -0.234721 
-1.069387 2.438325 -0.822209 
-1.017385 2.939108 0.010792 
-2.862176 0.82981 -0.108063 
3.156256 0.960586 0.715655 
3.304214 0.570054 1.730987 
4.142696 1.205634 0.305986 
2.576441 1.886415 0.788285 
3.256514 -1.363384 -0.329427 
2.752003 -2.083897 -0.98232 
4.235143 -1.138581 -0.770073 
3.428332 -1.847702 0.63983 
0.91889 -0.336333 1.428538 

-3.185883 -1.304289 -0.45747 
-2.70671 -2.270159 -0.250372 
-4.173429 -1.322012 0.017602 
-2.349008 -0.129949 0.070867 
-2.165477 -0.201301 1.592482 
-1.564676 0.639598 1.95326 
-3.136856 -0.165039 2.09927 
-1.02287 -0.023942 -0.700624 
-1.249621 0.071804 -1.769329 
0.041036 -1.108926 -0.425616 
-0.345269 -1.967928 0.13612 
0.466728 -1.483673 -1.361642 
1.04824 -0.301366 0.355077 
2.439641 -0.021787 -0.135894 
2.334151 0.515633 -1.091302 
-3.339368 -1.233059 -1.541183 
-1.673392 -1.13178 1.904602 
-0.232321 1.129266 -0.30322 
-1.114302 2.405114 -0.951146 
-1.062298 2.946965 -0.14423 
-2.881829 0.800665 -0.159048 
3.207431 0.880482 0.838538 
3.349669 0.381859 1.806192 
4.198213 1.133276 0.44476 
2.66331 1.814444 1.015136 
3.216249 -1.323625 -0.442711 
2.689776 -1.950923 -1.169282 
4.201605 -1.0845 -0.859721 
3.37251 -1.917414 0.466547 
0.882766 -0.225588 1.428322 

-3.175059 -1.347592 -0.414024 
-2.686981 -2.296887 -0.156824 
-4.164849 -1.35221 0.056646 
-2.353277 -0.139527 0.059277 
-2.178137 -0.133299 1.583536 
-1.58892 0.731188 1.905616 
-3.152885 -0.083053 2.082634 
-1.023829 -0.058618 -0.709677 
-1.24583 -0.018382 -1.782963 
0.05009 -1.117108 -0.376635 
-0.328616 -1.949731 0.228463 
0.479704 -1.535771 -1.290941 
1.043645 -0.259233 0.368155 
2.445227 0.018651 -0.104939 
2.350305 0.665271 -0.992117 
-3.323517 -1.331909 -1.500642 
-1.677811 -1.04166 1.943843 
-0.245544 1.11956 -0.366299 
-1.137575 2.356213 -1.082621 
-1.091962 2.93786 -0.30348 
-2.894183 0.772886 -0.21953 
3.248309 0.783955 0.955577 
3.394804 0.171802 1.85489 
4.23776 1.062601 0.57639 
